ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_amj25
2025,06,2692202,1,0070,1,1,20250626922021007012,1,2,2,1,2,,2,41,2,2,28,9,1983,1,,,,,,,,,,,,,,,,9629,7490,2,,3,2,1,1,1,6,6,6,6,6,4,35,,35,1,,1,1,1,2,,,,,,,,,,,,,,,,,1,3,1,4,2,,1,4,2,,2,,2,,2,,2,,1,5,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,,,7600,,,,,,,7600,7600,7600,1,1054.5141739778667
2025,06,2359501,1,0041,1,1,20250323595011004111,1,1,1,1,2,,1,29,1,1,2,12,1995,1,,,,,,,,,,,,,,,,2161,4100,3,5,1,,2,30,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,4,6000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,6000,,,,,,,,1583,6000,6000,7583,1,1110.3741545725525
2025,05,25262,1,0101,1,1,202405252621010112,1,2,2,1,2,,2,36,2,2,24,3,1989,1,,,,,,,,,,,,,,,,4110,4630,3,5,1,,5,998,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,4,6000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,6000,,,,,,,,1575,6000,6000,7575,1,1819.8873407640438
2025,04,17995,2,0143,1,1,202504179952014311,1,1,1,1,2,,1,37,1,1,4,8,1987,1,,,,,,,,,,,,,,,,2144,2593,3,5,1,,4,200,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,6000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,6000,,,,,,,,1567,6000,6000,7567,1,635.1761785191813
2025,06,27224,1,0165,1,1,202503272241016512,1,2,2,1,2,,2,68,2,2,25,7,1956,1,,,,,,,,,,,,,,,,2221,8610,3,2,,,5,9998,0,6,6,12,6,6,0,36,,36,1,,1,1,1,2,4,7500,,,,,,,,,,,,,,,1,3,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,7500,,,,,,,,50,7500,7500,7550,1,902.366134717649
2025,06,49910,1,0250,1,1,202403499101025011,1,1,1,1,2,,1,52,1,1,4,9,1972,1,,,,,,,,,,,,,,,,2631,8413,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,7500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,7500,,,,,,,,50,7500,7500,7550,1,887.1537870766409
2025,06,2570202,1,0043,1,1,20250625702021004311,1,1,1,1,2,,1,43,1,1,28,6,1982,1,,,,,,,,,,,,,,,,2142,7110,3,5,1,,5,1000,0,8,8,8,8,8,6,46,6,52,2,46,2,,2,2,4,5000,,,,,,1500,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,1,1,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,5000,,,,,1500,,,1042,6500,5000,7542,1,910.2448520195371
2025,05,2561301,1,0062,1,1,20250525613011006211,1,1,1,1,2,,2,39,1,1,4,3,1986,1,,,,,,,,,,,,,,,,2221,8610,3,3,,,5,9998,8,5,10,8,10,0,5,46,,46,1,,1,1,1,2,4,6800,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,6800,,,,,,,,709,6800,6800,7509,1,960.4810630707525
2025,04,26335,2,0026,1,1,202504263352002611,1,1,1,1,2,,1,45,1,1,2,11,1979,1,,,,,,,,,,,,,,,,2142,4100,3,5,1,,2,50,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,6000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,6,1,6000,,,,,,,,1500,6000,6000,7500,1,949.8425382811978
2025,04,2625902,1,0011,1,1,20240426259021001111,1,1,1,1,2,,1,54,1,1,16,1,1971,1,,,,,,,,,,,,,,,,4110,4100,3,5,1,,1,18,0,9,9,9,9,9,9,54,,54,1,,2,,2,2,4,6000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,6000,,,,,,,,1500,6000,6000,7500,1,843.5635198481601
2025,04,26515,1,0075,1,1,202501265151007511,1,1,1,1,2,,2,61,1,1,1,6,1963,1,,,,,,,,,,,,,,,,2643,7490,2,,2,2,1,1,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,,,,,,,,,,,,,,,,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,,,7500,,,,,,,7500,7500,7500,1,1126.2236374707343
2025,04,26515,1,0075,1,1,202501265151007512,1,2,3,1,2,,1,35,2,2,12,12,1989,1,,,,,,,,,,,,,,,,2611,6910,1,,1,,1,3,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,,,,7500,,,,,,,,,,,,,1,2,2,,1,2,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,,,7500,,,,,,,7500,7500,7500,1,1375.738751986063
2025,04,26613,1,0070,1,1,202504266131007011,1,1,1,1,2,,1,68,1,1,9,4,1957,1,,,,,,,,,,,,,,,,5111,5110,3,5,1,,5,9998,0,12,0,12,0,12,0,36,,36,1,,2,,2,2,4,6000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,10,3,,2,2,2,2,2,2,10,7,1,6000,,,,,,,,1500,6000,6000,7500,1,1298.1297751312288
2025,04,2694701,1,0066,1,1,20240426947011006611,1,1,1,1,2,,1,52,1,1,7,9,1972,1,,,,,,,,,,,,,,,,2211,8610,3,5,1,,5,3000,0,8,12,8,0,0,0,28,,43,2,43,2,,2,2,4,7500,,,,,,,,,,,,,,,1,3,1,1,2,,1,4,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,7500,,,,,,,,,7500,7500,7500,1,972.3218868665588
2025,04,26517,1,0045,1,1,202401265171004512,1,2,2,1,2,,2,62,2,2,9,10,1962,1,,,,,,,,,,,,,,,,1211,6820,3,5,1,,3,60,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,4,6000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,6000,,,,,,,,1500,6000,6000,7500,1,1358.0760799847014
2025,04,1778902,1,0035,1,1,20240417789021003511,1,1,1,1,2,,1,56,1,2,4,9,1968,1,,,,,,,,,,,,,,,,2251,8610,3,3,,,5,9998,0,6,6,6,6,6,6,36,,36,1,,2,,2,2,4,6000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,6000,,,,,,,,1500,6000,6000,7500,1,281.49511283004216
2025,04,1847901,1,0111,1,1,20250418479011011111,1,1,1,1,2,,1,66,1,1,19,12,1958,2,1,,,,,,,,,,,,,,,8343,5222,3,5,1,,5,2000,0,0,0,0,0,0,0,0,,48,2,48,2,,2,2,4,6000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,10,2,,2,2,2,2,2,2,10,7,1,6000,,,,,,,,1500,6000,6000,7500,1,383.4005207299847
2025,04,26470,1,0068,1,1,202401264701006811,1,1,1,1,2,,1,38,1,1,14,12,1986,1,,,,,,,,,,,,,,,,2152,2710,3,5,1,,4,500,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,6000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,6000,,,,,,,,1500,6000,6000,7500,1,1034.7928749648315
2025,05,20507,1,0123,1,1,202505205071012313,1,3,3,1,2,,2,36,3,3,21,8,1988,1,,,,,,,,,,,,,,,,2411,4659,3,5,1,,4,180,0,12,12,8,12,8,0,52,,52,2,48,1,2,2,2,4,6000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,6000,,,,,,,,1500,6000,6000,7500,1,1230.676945000107
2025,05,26398,1,0088,1,1,202502263981008813,1,3,3,1,2,,2,35,3,1,3,2,1990,1,,,,,,,,,,,,,,,,4416,8413,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,6000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,6,1,6000,,,,,,,,1500,6000,6000,7500,1,1006.189152312978
2025,05,26466,1,0057,1,1,202402264661005713,1,3,3,1,2,,2,50,3,3,28,7,1974,1,,,,,,,,,,,,,,,,2212,8610,3,5,1,,5,600,0,12,0,12,0,12,0,36,,36,1,,2,,2,2,4,6000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,7,,2,2,2,2,2,2,10,7,1,6000,,,,,,,,1500,6000,6000,7500,1,823.1693253909756
2025,05,2528402,1,0011,1,1,20250525284021001111,1,1,1,1,2,,1,65,1,1,9,9,1959,1,,,,,,,,,,,,,,,,2611,8411,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,1,1,1,2,4,6000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,5,1,6000,,,,,,,,1500,6000,6000,7500,1,883.582851064786
2025,05,2653302,1,0051,1,1,20250526533021005111,1,1,1,1,2,,2,49,1,1,23,1,1976,1,,,,,,,,,,,,,,,,2142,7110,3,5,1,,2,40,0,10,10,10,10,10,0,50,,50,1,,1,1,1,2,4,6000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,6000,,,,,,,,1500,6000,6000,7500,1,880.0710897018552
2025,05,2693901,1,0017,1,1,20240226939011001711,1,1,1,1,2,,1,68,1,1,30,1,1957,1,,,,,,,,,,,,,,,,2421,6492,3,5,1,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,6000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,8,1,6000,,,,,,,,1500,6000,6000,7500,1,928.1021884709828
2025,06,26837,1,0102,1,1,202503268371010211,1,1,1,1,2,,1,47,1,1,30,3,1978,1,,,,,,,,,,,,,,,,2144,4659,3,5,1,,3,60,0,9,9,9,9,9,5,50,,50,1,,2,,2,2,4,6000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,6000,,,,,,,,1500,6000,6000,7500,1,1392.456353113908
2025,06,27806,1,0083,1,1,202503278061008311,1,1,1,1,2,,1,61,1,1,25,7,1963,2,1,,,,,,,,,,,,,,,1167,8291,3,5,1,,4,200,0,0,0,0,0,0,0,0,,40,2,40,2,,2,2,4,6000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,6000,,,,,,,,1500,6000,6000,7500,1,1007.5619957280796
2025,06,29555,1,0015,1,1,202503295551001515,1,5,3,1,2,,2,25,5,5,14,2,2000,1,,,,,,,,,,,,,,,,2211,8610,3,5,1,,5,9998,0,12,12,12,12,12,10,70,,70,2,40,2,,2,2,4,7500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,7,,2,2,2,2,2,2,10,7,1,7500,,,,,,,,,7500,7500,7500,1,1067.4890857228645
2025,06,29798,1,0078,1,1,202506297981007811,1,1,1,1,2,,1,25,1,1,15,6,2000,1,,,,,,,,,,,,,,,,2142,8411,3,2,,,5,9998,8,8,8,8,8,8,8,56,12,68,1,,2,,2,2,4,4500,,,,,,3000,,,,,,,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,12,1,,2,2,2,2,2,2,10,7,1,4500,,,,,3000,,,,7500,4500,7500,1,808.7902661130048
2025,06,26274,1,0012,1,1,202506262741001211,1,1,1,1,2,,1,58,1,1,15,4,1967,1,,,,,,,,,,,,,,,,1323,4100,3,5,1,,1,14,0,10,10,10,10,10,10,60,,60,1,,2,,2,2,4,6000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,6000,,,,,,,,1500,6000,6000,7500,1,931.763753728084
